Record-ID,Transcript_CTD,Transcript_PFT,Transcript_SFT
Process-rec-024,Looks like Mum is washing the pots but not really concentrating on what she's doing. She's left the taps on and the water is spilling onto the kitchen floor. The children are messing about at the other side of the kitchen behind the mum and trying to get into the cookie jar. They've got into the cookie jar but the boy has stumbled on the stool and is in the process of falling over. A little girl is trying to get the cookie off him as he's falling over and she seems to be laughing. but Mum doesn't look very happy at all. She looks as if she's just in a world of her own thinking about other things. ,"and palace and picture portraits, photo, plaques, person, pickle, pasture, pillar, pound, possible. ","animal of kangaroo, cow, sheep, rat, zebra, elephants, rhinoceros, sheep, bull, cow, cat, birds, um lion tiger squirrel hijog putji parrot camel "
Process-rec-146,"Right, it's a photograph of a drawing a kitchen. There are two children, a young girl and a boy. The boy is climbing on a chair to get some biscuits out of the cookie jar. The chair is about to fall over. He's got so many hands ready to pass him down to the little girl. The mother is there. She's doing the washing up, but she's obviously not paying much attention because the sink is overflowing. She's drying one dish. She's wearing an apron. There's some plates on the work surface next to her. The window is open. The curtain's are drawn back. You can see out into the garden with as a pass and various plants. You can see another window. The little girl is wearing a skirt and a t-shirt. The little boy is wearing shorts and t-shirt. The lady is wearing a dress with, I think it's possibly an apron over it. She has short hair. The little girl has sort of shoulder hurt lens hair. The little boy has short hair. He's passing some cookies down to the little girl. I think I've probably already mentioned that. Let me see, there are one, two, three, four, five, six, seven cupboards underneath the work surface. There are three cupboards on top, one of which has got the cookie jar in it, which the boy is taking things out of it. Out in the garden, so you can see some trees, a past, grass, Possibly another house in the background as well. I can see some curtains and another window. The lady is standing in the water. So she's not paying much attention to what she's doing. She must be looking at something really interesting. She must have very wet feet. The little boy has socks and shoes on. They appear to be for the socks, but they'll be falling down. The little girl also has socks and shoes on. Let me see what else can I see. I think that's probably about everything. Let me see, there's one, two, three, four, five, six, seven cupboards under the work surface and one, two, three, four, so one, two, three above it. The curtains are held back in place. I think I've probably already mentioned that there's not a great deal there that I can see really. The little girl is sort of leaning over backwards slightly. she's reaching a hand up to take the cookie from the little boy. No, that's pretty much it the night and see. Yeah, I can't spot anything else. I think I've gone through everything. ","Uh, poplar trees, um, pop, um, patients, pictures, portraits, patios, paths, plants, um, panthers. Ooh. Right, um, pots, Gosh, my brain's gone completely dead. Photographs, I mentioned I think already. Port, posters, pinces, pens, penguins, ","Right, cats, dogs, lions, llamas, goats, sheep, pigs. Oh, let me see, cats, we mentioned cats and dogs, snakes, lizards, koala bears, various types of monkeys, gorillas, lions, tigers, cheetahs, hyenas, Um, let me see what I'll ask you. Antelopes, deer, uh, then of course there's all the different birds as well. You've got sparrows, sparrow hawks, robins, starlings, pigeons, wood pigeons, canaries. Um, let me see. And then you can think of fish, so you can think of things like dolphins, sharks, whales, um, turtles. Let me see what else comes in. "
Process-rec-023,"There are three people in the picture, a woman drawing dishes, a boy climbing on a stool that's tipping over and he's taking cookies from a jar on the top shelf and there's a girl standing next to him reaching out apparently to take a cookie and she's pointing to her mouth, but maybe just giggling or laughing. The sink that the woman is standing at is overflowing with water that's flooding the floor. On the worked up of where the sink is, there's two cups and a plate. The curtains are parted. The window is open. And through the window can be seen the garden and what looks like an extension or conservatory or some other building. There's a lawn and a tree. The window has window bars. glazing bars I should say. There are one two three four five under counter units and one cupboard that the cookie jar is in. The lid is off the cookie jar and as I said the boy is taking cookies out of it. He has one cookie in his left hand which He may be passing to the little girl who may be his sister. There is no color in the picture. It's just monochrome. ","paper, porcupine, prepare, postulate, preposterous, parallel, parasending, perpetual, perpendicular, potty, um priest positive pontificate pinch point ","a bat, a boon, cat dog, hamster, gerbil, horse cow, sheep, frog, snake, Otter, Badger, Mama Set, Kuala Baer, Kangaroo, Lion Tiger, Elephant Giraffe, Monkey Chimpanzee, Gorilla, "
Process-rec-062,"And that is the kitchen. That is the kitchen. But the mother, the mother is watching the dish. somehow the watcher, she forgot to turn off the switch and the watcher falling on the ground from the sink and the kids, there are two kids, there are two kids, I think it's a little boy, I've get the tool to get a cookie. But it looks like this tool is 49. He's trying to get some cookie for his sister. His mother was trying to try out the plate. He is trying to see things outside, but he forgot to switch off the thing. That's why the water comes out. Too much water flow out. Overflow. That's it. ","Peter, Puth, Puth's work, Potatoes, Parish, Photos, Puth, Paul, Paul's puzzle, Paul's swimming pool. Paul's power. ","and duck and chicken, our, they, what else, bear, panda bears, a cat, all those, um, um, donkeys, horse, cat, cow, and sheep, the turkeys, elephant, fish, lobster, fish, salmon, and those... "
Process-rec-147,"There's two children, one looked as though he's climbed up to a high stall and he's trying to get the biscuit jar and I think that's just going to fall off as well. He looks like his sister probably. a female friend is going to try to save him by holding his hand. The woman, one of them is or two boats of the mother and she's washing up and she's letting the water go over the sink and obviously holding a float in the kitchen and trying to think what I can see. I can see something out of the garden but I'm not sure if it's a dog or a pig or something. I'm not really sure. I practice more. No, no, it's not. It's a hedge. And then there's a... That's it, isn't it? Surely. I think that's it, really. I know you can cover it. Boy falling off the stool. she's washing up the mother possible mother could be nothing could be made ","prudent, paper, pajamas, pumps, priest, popular, pine, pure, painting, point, pirouette, playing, prejudices ","and elephants, tigers, grinders, horses and dogs and cats and hamsters and poof. wolves, foxes, giraffes, monkeys, "
Process-rec-045,"My mother, I'm assuming it's her mother, a woman is washing up and appears slightly distracted as she's drying something, but the sink is overflowing. There are two children, a boy and a girl, boys on a stool, reaching for a cookie jar, but appears to be falling off. Outside, There is a tree, what looks like a drive to the house was nothing on it. On the side boards there are a plate and two cups. There are one, two, three, four, five or six cupboards. The young girl is wearing a short skirt, ankle socks and what look like sandal type shoes. The boy is also wearing shorts. His socks are coming down. I can't tell what he's got on his feet. He's got a 50s sort of haircut. The woman is wearing a pen of four. regular type of flat sold shoes. The sink has got a single faucet and two taps. There are curtains that are tied back. They don't appear to be particularly patterned. They're tied back from the middle. I can't see whether there's a curtain rail. There's a window in the what looks like the extension with lots of small paints of glass. The garden is later shrubs, looks like grass and hedges in the background. The cookies are to tell what they are. They could be chocolate chip. They've got lots of spots in them. I think that's about it. ","Probably, perhaps, possibilities, peenery, perjury, probability, prism, pragmatic, prism, paper, pen, poodle, possibilities, Pentagon, parable, penguin, potassium, penicillin, peculinary, peculature, particular, probable, penny, ","Bear, Fox, Badger, Monkey, Elephant, Giraffe, Kangaroo, rhinoceros, hippo, cat, dog, horse, lemur, snake, Mole, bowl, mouse, hamster, gerbil, gorilla, orangutan, donkey, ass, cheetah, leopard, "
Process-rec-110,"Okay, on the left hand side of the picture, a boy is reaching to get some biscuits from a cookie jar. The biscuits are on the top shelf of a cupboard. He's standing on a stool which is toppling over, so I guess he's about to fall. It looks like he's trying to hand one of the cookies to a little girl who is on his left in the picture. The whole scene is set in a kitchen. On the right of the picture, woman who I assume is mother, is standing in front of a window looking out into the garden beyond. She appears to be washing or possibly drying crockery. She hasn't noticed that the sink is overflowing. She has a plate in her hand and a cloth. The window has tied back curtains. Outside of the window is a garden with a path leading beyond another bit of building. Um, that's a sugary on the left, head on the right, uh, the lawn. Um, coming back into the room, the sink has two taps with, I'm sorry, yes, two, two taps with the pipe in between. Um, the overflow water is, is running onto the floor around the feet of the women. Our cupboards below the work surface, so which I've handled on, the ones in front of the boy and the girl have not. The woman is dressed in a dress with an apron in front. She has a short S-style The other two characters, the little girl has short dress. I think she's got samples on why it looks a bit. The boy has shorts and the shorts leave shirt. Yep, I think that is all the details I can think of to tell you at the moment. ","Pepper, Persistence, Palimpsest, Alindrome, Poker, Paragraph, pontoon, Prey, Peregrine, Palindrome, a lover, painting, persistence, pentatook, paragraph about elucid, ","cat, dog, gerbil, lion, tiger, elephant, rhinoceros, gerbil, snake, lemur, monkey, rhinoceros, hippopotamus, rat, mouse, beaver, Those are included, Eagles Barrow, Starling, Gazelle, Elk, Moose, Deer, Cow, Sheep, "
Process-rec-008,"A woman is washing the dishes in her kitchen and her sink is overflowing with water. A little boy is on a stool, getting cookies out of the cookie jar. It looks like he's about to fall. It says cookie jar. He looks like he has a sister. Um... There's... Like he's wearing a dress holding a rag. There's plate and two cups. Partens. Mmm. The window looks out. I can't tell it's open or close, but it looks out. Looks like into the yard. ",um peanut butter pear place put people pause perfume pumpkins play let's see placemats purple ,"Giraffe, tiger, lion, coffin, dog cat, zebra, hippopotamus, monkeys, snakes, lions, pigs, cows, horses, dolphins. That's it. "
Process-rec-081,"It's people passing things up onto the next person who is trying to, looks like they're trying to get something down from a shelf. It looks like somebody's looking out the window to do the washing up. Looks like something sinks over, flowing. Pops. ladies got skirts on, dress on sorry, the children, this shoes, there's water on the floor where it's overflowing from the sink, it's got plates in a hand, or the curtains are open, there's a window, we're looking out, looks like there's a road, we're not looking out the window, They stood on a chair or steps which looks a bit wonky. There's one plate and a cup on the side. It's a cooked jaw. Curtains. She looks like she's got her on a cleaner plate in her hand. Looks like there's water all over the floor, where the sink's overflowing. There's a tap, sink that's full we water. The curtains are tied back. One of the girl on the left is reaching up by the other one's trying to put a hand on the wall and get the cookie jar down. Well, yeah, it's cookie jar, not cookie, but cookie jar down. It could be a lad that's on the stool, like a shorts on. ","plow, prompt, plank, plain, plateau, press, pressure, prompt, plow, pronoun, profit, plastic, plug, peg, ","Rabbit, cat, dog, elephant, rhinoceros, snake, rat, mouse, snail, fish, rabbit, horse, donkey. bat, birds, crocodile, alligator, turtle, snapping turtle, koala, dingbat, hat, horse, pig, cow, donkey, sheep, "
Process-rec-035,"Two kids looking in the suite, or where the cook is, in a jar on the three-legged stairwell, and the mother is wiping the pots, the water is overflowing in the sink. There's a picture outside of the house of the garden, the plates or some cups to be dried, and the lads fallen off the stairwell in the kitchen. And the little girl is watching the lad down the stool. There's time back. ","The perfect planning prevents poor performance in practice. This really works. Protecting people from the past. Probably people that don't understand the word P, that's in there. planning, perfect planning and preventative progress in life. ","Cat mouse rats, tiger lion, cheetah, monkey elephant, snake, casnakes, baboons, gorillas, Again? You can only put the chicken in. Oh, sorry. Sorry, I don't know what to learn in these days. What's your pal? Cow's sheep, pens, chickens, the turkeys, parrots, thousands, "
Process-rec-061,"There's a woman in a dress with an apron, short hair, not bad build, kind of nice tatas, and she is drying dishes at a sink that is overflowing because she is imagining running off with her lover and getting away from these two brat kids that are in her kitchen about to kill themselves because they're climbing to get cookies out of the cookie jar in the cupboard and little Donnie there, whatever his dumb name is, has lost his balance and he is falling off his stool while his sister, who has all the compassion of a rock, is laughing at him. He, in the meanwhile, is about to crack his head open on the cupboard and the counter, and probably old mom there, who is daydreaming about her lover, will have to take him to the hospital and get stitches. ","Pop, popsicle, pizza, peace, peace, both P-I-E-C-E and P-E-A-C-E, probably, possibly, potentiality, practically, poor potential, I think I already said that. Plaza. Portico, patio, postal, post box, Peru, that's a prop name, Peru. Pueblo, placid, Pomona, ","guard, bear, cat, dog, elephant, fox, giraffe, hyena, I would be in iguana. J. Let's do, let's forget J. K. A kangaroo. L. A. Links. It's kind of a cat. M for among goose. M for A. M would be a, let's go on to O. L. M. N. O. P. Now I'm starting to lose my concentration. P for tython, R for rabbit, S for, I've got to stop doing an alphabetically. So I have wolves, I have hyenas, I have giraffes, I've already named all of those. "
Process-rec-046,You have a mother washing the dishes in the kitchen with the sink overflowing. The kids are being mischievous with the sun trying to get into the cookie jar and the stool that he is standing on is falling over while the sister is laughing at him. ,P. Parrot. Pepper. Pencil. Pen. Poise. Present. Past. Portugal. Photography. Photograph. Pop. Pat. Pop. ,"at mouse, it's a doorkat mouse, elephant, giraffe, tiger, lion, snake, yellow monster, monkeys, rhinoceros, alligators, crocodiles, spiders, birds, ostrich, hummingbird, robin, parakeet, chicken, cow, bull, KF lamb. "
Process-rec-006,"family in the kitchen, mother washing up, but distracted by her children who tried to help himself to the cookie jar in a cupboard behind and Obviously she can hear them laughing, et cetera, and taking the ride off the ball. So the kitchen sink is leaking onto the floor as it overflows. Two children behind a boy and a girl. The boy on the chair, which is obviously falling over as he's taking and cakes from the cookie jar and the girl is helping to eat them. That's it, I think. It must be summer because the window of the kitchen is wide open. Finish the ","Piper, cancel, personality, plumbing, plum, potato, potash, principality, principal, plaything, plays, player, potassium, potassium permanganate, perpetual, pink, gosh, prime, prime height, ","Dog, cat, bird, snake, kangaroos, fish, blackbird, robin, and poor constructor. snake or that snake. I finished your question. "
Process-rec-033,"The mother and two children in the kitchen, the mother is drying dishes, but the sink is overflowing and water pouring out onto the floor. The children are messing about. The sun is on a stool, which is about, or in the middle of tipping over, as he's trying to reach a cookie jar on a high shelf in a cupboard. And what's probably his sister is standing beside him with that hand up, for a cookie for herself and she's beginning to look slightly worried I think about him falling off. Outside through the window you can see a path around the house and some bushes despite the fact that there are curtains at the window because they are drawn back quite well. There's some cups and a plate beside the sink And the mother is wiping at one plate. Not much else. ","Pan, pot, potty, pink, penguin, pineapple, parcel, pimpinal, parrot may have said that before. Polygon, perimeter, parasol, paper, pin, pumpkin, putrefaction, possibility, thermonic, ","Cat, dog, rabbit, hamster, frog, worm, elephant, camel, giraffe, cheetah, jaguar, bear, whales. Parrots, blackbirds, thrushes, robins, Cheaters may have said that one before rats, whales, sharks, kangaroos. I think I'll give up there. "
Process-rec-102,"There's a boy precariously on footstool which might topple being watched by a girl with her hand up as he pulls a cookie out of the cookie jar while his presumed mother has his back to them as she's washing or drying a dish but meanwhile water is pouring out of the sink onto the floor. The curtains are open So the view of the garden outside is there, the cupboards are shut and the mother actually has her shoe in a puddle of water. ","Passion, potato, prolics, post mortem, pee, pee body, peanuts, past tense, part time, prototype, proxy, prolics, predestination, pint, piffling, pilfer, pillage, post office, let me say that one. Putrid, patty, pulse, punt, purile, picellinamus, punt, ","Okay, start with the cats, lion, tiger, puma, lynx, leopard, civet, bear, going to the bigger ones, hippo, rhino, elephant, small ones, dogs, cats, fox, rodents, rabbit, hair, mouse, rat, weasel, stote, minks, bigger ones, whale, animals, deer, horse, pony, mule, Elk, mousse. "
Process-rec-079,"That's a kitchen scene. The lady at the sink is in difficulties because the sink is overflowing onto the floors. You need to call her insurance company. right away, but they've sorted out of it. I've no doubt. There's a view out the wonder and a lawn and I can see some trees and grass growing and I think there's a scaffold up there. There's a few dishes on the worktop to what looks like cups and a plate And the curtains have got tie backs on them. And this unlikely garrist down on the ground, and I would presume it's her brother, is balanced and very precuriously on a stool on two legs. I think he's going to be on the ground pretty shortly. He's at the cookie jar, and she's about to receive one. And I think the whole jar cookie, she's going to be on the ground very shortly. The kitchen has got low-level covers around the worktop and the high-level cover is covered by a stainless cookie. ","Papa, but Paulus Tate is probably kind of proper. prostitute, Pope, popcorn, piss, penis, proper, phenomenal, probably possibly postulate, participate, precipitate, put, pull, pink, pale. ","ship, coast, calves, elephants, kangaroos, tigers, lions, pumas, big cats, wee cats, pussy cats, I'm struggling. Animals, mace, rats, skunks, otters, all the ways that live in the water. Yes. covered the cats. That's very interesting, but I can't remember anymore. "
Process-rec-095,"The lady, who is busy washing up, had dry in. The tap must be still running. It's overflowing onto the floor. The children are playing a passionate imagined. Once straddling her up her house still wanting to probably... Cassie, what else is it? Is it sweet? Cookies. Herp into it. It's a boy. And he's hoping to get held of that trap to probably share with his younger sister that's on the ground. There are curtains at the windows, looks like a drive or a path in the garden. The lady is wearing a pinny, I don't know if he can say pinny nowadays, April, April. She's got her back to them and I can't blame her because we've all been there. She seems very patient, so I'll switch it off. The windows, have window paintings, small ones. There are handles on the cup of doors and that's it. ","Pasture, pure, pure, and up. Pure, pure, pop. This model, pure, pure, yeah. Paper. Porridge. Per, I've said purple. Um, picnic. poorly, pure, purposeful, purpose, prone. Oh, sorry. I don't, I think this is what I don't understand. ","lamb, sheep, pig, dogs, cats, elephants, tigers, lions, but jury cats are the animals now, yes. Snakes. Over up to hand. Can you fish? Billfish. Hamsters with a lot of hamsters. Rabbits, gerbals. Can't think of anything else. "
Process-rec-142,It looks like there's a lady washing her items in the kitchen. ,"peace, places, people, parcel, picks, people, Prithi, playing phones, ","cats dogs bunnies horses um oh gosh fish um oh yeah this is There are so many pets, so many animals that I like to see. We've had dogs out of rabbits, we've had cats. "
Process-rec-021,"three people, three people in the picture, one adult female, one youth boy and one girl, the boy is standing very on wheelie on a chair which is going to fall off and do himself a lot of damage. ","Void. No, I'll find a certain, rather, daft. I find the thing that left me with the verb, and that's a three. None just come to mind, it just, it just worked our way. Personal, I'm now looking at a, I'm cheating, post-school, payment, proxy, prison. And what I find is typical of what you have in the drug out. I got nails which are not said nothing on the top of your head. ","dog, cat, giraffe, lion, mouse, cow, and really find this devil to the world. Animals, hooves, giraffe, what you see in the zoo. I don't really know. And this find is devil, I mean, it's not a question I expect anybody to answer. So I don't know what I'm gonna do for next 24 minutes because I just call more animals and I don't want to repeat ones I've already mentioned. If you're a questioner, I do not spend my day thinking about animals. Thank you. I still got 19 to go and get no more animals out of me, I'm afraid. So 14, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1. "
Process-rec-026,"Do you want me to do this now? I'm not taking it away. Okay, it's a kitchen scene where all sorts of things are going wrong. There's probably a mother and a son and daughter, but it may not be. It looks very old fashioned depiction of a househouse and it's very American as well, cookie jar. So the mother is or the woman. The adult is washing up, but she's distracted and she's letting the water overflow from the sink. She's drying up at the same time, not really paying attention and it's all over the floor and splashing everywhere. She's not paying attention to anything because the two children there, the boy is climbing on a stool to get to the cookie jar or the high shelf in the cupboard and he's about to fall over on the stool, off the stool. And the girl is laughing at him. He's reaching a cookie down from the cookie jar to give her a cookie. but she doesn't seem to be noticing that he's going to fall over on a three-legged stool and the woman, the mother, is also not paying attention to the children. So she is very distracted and clearly thinking of other things. She's standing at the window and you can through the window, you can see the garden and there's a cup and saucer and plate on the side and water on the floor. in the children or else do you want to know children because they're about 9, 10, 11 doing things they shouldn't be doing, it must be summer because they've got shorts on and the woman is, I've got no sleeves and her dress, she's wearing an apron, she's drawing a plate, I think I can finish the question now, can't I? ","Pig, pack, pack, course. Oh, it is not peat, peat, it. Pay, payment, please, post. Pringle, priority, porcelain, postman, pickles, pride, psychologist, psychotherapy. poke, pick, pong, prize, please, are permitted, please, panda, pandora, pence, ","I suppose cat, just had to come in here, cat, dog, guinea pig, mouse, rat, lion, tiger, cheetah, leopard, wolf, bear, hamster, kangaroo, Hyena, zebra, ostrich. I suppose birds can't as animals, do they? They can't as animals. I suppose they are ostrich. Ant, that's an insect. Ooh, my running out of animals can't possibly be. Smelly old cheaters, smelly old hyenas. Um... "
Process-rec-064,"children, the boy is standing on top of a stool trying to get into the cookies on the top shelf of the cupboard and he's about to topple off because he's unbalanced. The sink is overflowing, water is falling onto the floor and the fate of the woman who is washing up at the sink The tap is running and she's just letting it run. I can't quite make out what's outside. And there are a few dishes on the kitchen. The kitchen cabinet does, at the bottom are all closed. The curtains are open, showing the garden, and yet there's a tree in the background in the garden. ","prompt pass over play played power powerful push pull prompt prod poke playful ping pong Prattle, ploy, ployed, played, play, playing. Push, pushing, pushed. Practice, practice, practical prompt. Piano, powered. ","dog cat mouse, rap, but you got crow, horse, goat, sheep, lamb, pig, giraffe lion tiger, elephant, rhinoceros, Antelope, Wilder Beast, Gnu, Bear, Brown Bear, Grizzly Bear, Camel, Insects, Flee. Yeah, sorry. "
Process-rec-069,"So there is a lady, assuming the mother, she is washing dishes whilst the sink is overflowing and the water is falling over the countertop, so over the sink onto the floor. She is stepping in the puddle of water and there is a kid on a stool trying to get the cookie jar from the open cupboard. It seems like as though he is falling over because the stool is falling over. He has a cookie in his hand and he has his other hand in the cookie jar and then there is a girl who is probably a sister trying to get the cookie from him and she is also laughing. ","Pig, pump, please. Packet, paper, punishment, plausible, pander, panther, penguin. Please, pop it. Putrid, pause, play, punch, pick, pull, push, pluck, cluster, prison, Palestine. ","Cut, horse, cow, pig, lion, jaguar, panther, zebra, giraffe, kangaroo, snake, lizard, crocodile, parrot, bunny rabbits, fish, Octopus, starfish, lobster. Oh my god. Guinea pigs, hamsters, chickens, horse, donkey. "
Process-rec-056,"As kids getting into the cookie jar, the boy who's on the stool is going to fall over. He's trying to hand his little sister a cookie. Mother is not paying attention to what the kids are doing. She's also not noticing that the sink is overflowing. She's busy drawing a plate. There's a picture through the window. The window is open and above the sink. And I can see what could be a garage or it could be another house outside, also a lawn and a pathway. Then there's curtains that are drawn back so that I can see out the open window. To the right of the sink, there's two coffee cups and a plate sitting there. Mother has some shoes on, they don't look like high heels. The little girl has some kind of shoe on with socks. The boy has shoes and socks on. The kitchen is arranged to have countertops and the boy that's getting into the cookie jar has opened a door on the cabinet that's on the wall. ","Pause, please. Performance. Purgatory. Parkinson's. Professional, persuasive, passed on, ","Lions, tigers, platypus, snakes, parrots, kangaroos, parrots, let's see monkeys, giraffes, Mantrayas, tigerfish, sharks, octopus, leopardfish, rhinoceros, "
Process-rec-041,"There's a scene in a kitchen with a bit of an absent-minded lady standing in the pool of water from the overflowing sink, where she dreamily washes white to dish. Nothing happening in the garden, a little path leading out. The gate is open. There are two children playing quite dangerously. The boys are about to fall off a stool. while he's stealing cookies from a cupboard and handing them down to his sister. It's a three-legged stool about to fall over. Curtains are held back by some sort of ribbon. And the cupboard door is open, obviously, so the bug can get into it. Girls wearing shoes and socks. The boy, he's socks seem to be falling down or he's got loose boots on, can't see quite clearly. Anyway, the girl seems to be eating one cookie and reaching out for another one. The unit with the sink in has got, looks like four cupboards which are closed. ","Physics, psychiatry, psychologist, teradactyl, puma, pox, plink, plunk, plunk, piano, physicist, physics, Sorry, sorry, sorry, sorry asses Plankton Piccadot Plantagenet Plant, plantain Flava Poloni pecks, pansy, pants, boards ","I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like beer, cat, dog, elephant, fox, goat, horse. I'd like Volvo, Wolf, Zebra, Ass, Camel, Dingo, Eguana, Butterfly, Moth, Bat, "
Process-rec-050,"Oh, so it's very difficult. Can you see it? I can see lots of lines that make some actual things. actions. So it's a little boy which could be reaching out to his mother. Who is in turn going to the cupboards? getting on the stool which now it looks as if it's falling and mother is going falling as well and the other picture there with a little square of wood across the window that you can see. The window is when it turns golden, you can see just inside some large, large red I don't know, I don't know that one. ",I'm better. Peele. Pine. Peele. While I be. I lost it for... till it's time. Phone. ,"cat dog, chicken lamb, buffalo cow, Carrilla, chimpanzee, monkey, snake, mullaby, carrot, "
Process-rec-128,"The scene is in a kitchen. A boy is trying to reach biscuits in a cookie jar in a cupboard and he's had to stand on the stool in order to do it, but the stool is wobbling. A girl who is probably his sister is reaching up to get a biscuit that he's got out of the jar. There's a mother by the sink. She's not looking at what the children are doing. She's probably just done the washing up. But she must have left a tap running or a plug in the sink because water is overflowing from the sink. She's drying a plate and there's a cup, a saucer and another plate on the worktop outside of her. She's wearing a short skirt and an egg what looks like an apron. ","pan, cluster, portico, pleat, pool, pest, pick, plant, pneumonia, pickle, pet, prayer, play, parrot, potato, penguin, pork, pepper, ","cow, horse, sheep, goat, chicken, turkey, owl, weasel, ferret, harvest mouse, field mouse, rat, red squirrel, gray squirrel, rodeer, red deer, fallow deer, wild boar, munchack deer, fox, badger, mountain hair, rabbit, chaffin, jay, woodpecker, elephant, hippopotamus, lion, tiger, giraffe, oacarpi, kangaroo, wallaby, Tasmanian devil, wombat, koala bear, "
Process-rec-055,"So there is a picture of a, I don't know how to argue, perhaps a family. There's a mother, two children. The mother is standing by a window, the window open. She's washing up a plate. She could perhaps be arguing with daydreaming or distracted because she's washing up late and as she's doing it, the sink is overflowing. So she may be distracted when she's thinking about turning the tap off. And the other way to know how to argue with this is distracted. is because she's also got the two children who, if they are in the background, kind of doing dangerous things. So one of them is standing on a stool in order to be able to get to a cupboard which is open and to access a cookie jar, which is on the top shelf. They're also trying to pass it down to a girl as well, perhaps their sister, and that might be the reason that they've kind of gone off balance as they're doing it when they're taking the cookies out. outside the window, it looks like you've got a tree, a bush and it's kind of showing part of the neighbours garden as well. There are a number of different cupboards in the room, some of these are at lower level, there's some at high level. On the side of the sink there are different plates, there's different cups there as well. There's also in the curtain, you can see that one curtain is tied back Perhaps the other one isn't, but you can't tell because the views kind of obscured from where the lady's standing. I think she perhaps has got an apron on as well, whilst she's doing the washing up. The water where it's overflowing is splashing off the side as it goes down into falling up pool as well. So perhaps it's been on for a while. It's not just started to overflow. On the cookie jar you can see the lid open and that you can see the cookies in there as well as it being labelled as a cookie jar. The child I think they've got one in their hand already and they're going for a second one that they're passing on. The girl has got socks on and kind of sandal shoes and the boy perhaps got boots on. It's hard to tell what there are. The mum or whoever she is has got shorts or bob hair and the girls perhaps got a bit longer and I think she's got a fringe as does the mum. The boy who's climbing up has kind of got some hair that's brushed backwards. ","person penguin and puffing people pencil pen picture photo photograph Um, paper, pendulum, um, paragraph, um, Python. Um. ","Dog cat, rabbit, goldfish, horse, leopard, lion, lemur, cheetah, elephant, hippo, crocodile, alligator, goat sheep, chicken, you could have a pony, zebra, giraffe, parrot, different type of fish. So you could be, for example, thinking about a trout or salmon. You could also be thinking about things such as different birds, a flamingo, a penguin, perhaps a puffin, polar bear, black bear, deer. and different types of DMs. "
Process-rec-144,"Looks like a sketch from the 1950s. In a kitchen, there's drapes up at the window, the sink's overflowing. The woman's dry in a dish, she's got an apron on, I think. It's two kids trying to get to the cookie jar in the middle cupboard, wall cupboard. He's on a stool and it's typically an over, little girls got a hand up trying to get a cookie off him. This water flowing from the sink onto the floor, this place on the kitchen side and through the window we've got like a garden view ","Party, pencil, photograph, paper, people, pirate, parrot, pony, pleat, plane, physicist, plane, plump, plum, paint, painter, plot, ","a panda, a tiger, a lion, a cheetah, jaguar, giraffe, hippopotamus, elephant, a cow, pig, horse, rabbit, a parrot, a whale, a donkey, a shark, jellyfish, a dog, cat, guinea pig, a snake, a lizard, a butterfly, a moth, a raccoon, a bear, a polar bear, a penguin, "
Process-rec-103,"To kitchen, water over flowing, children trying to get a cookie jar on a stool, stool tipping over, and mother washing pots. ","Okay, physics, pneumonia, pelican, participation, persuade, partner, partnering, Difficult this one. Fasers. Some. Feed the file. ","cat dog mouse rat bird fish crocodile alligator penguin eagle elephant lion zebra giraff monkey gorilla chicken, goose, fesson. "
Process-rec-148,The mother is wiping the pots and the sink is overflowing with water. and the children won the little boy stood on a stool reaching the jar of biscuits in the cupboard and the little girl standing at the side of him reaching out to him to pass the biscuits and outside the window I can't really see anything that's happening out there the stool is tippling over with the little boy on so he's going to fall in a minute ,"pen, paper, prime, premium, paper, person, people, principal, partial, perhaps penny, penguin, past passage, pen, paper, piece, the pencil, the peck, person, pole, possible, ","dog cat mouse rabbit guinea pig cow pig sheep elephant giraffe seal kangaroo tiger lion tiger lion tiger lion at rats, hijogs, hijogs, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um "
